crag,route_name,route_rating,bouldering_grade,route_difficulty
RMNP,Taurus,5.12a,V7,1.2589633372911395
Red River Gorge,Lip Service,5.11b,V6,-1.5340182016922936
Red Rocks,Pockets of Dirt,5.11d,V6,-2.6651825758633882
Red River Gorge,Captain Blondie Sinks the Ship,5.11a,V5,-2.654139090729821
Little River Canyon,Double Aught,5.12c,,1.131904020134233
Way Lake,Meadow Roof,5.12c,V8,1.5914466979191266
RMNP,Green 45 Stand,5.13a,V10,2.0273303291879823
Dayton Pocket,Torpedo,5.12a,V7,0.4334413369660962
Bishop,Ten Pin trial,5.12c,V8,1.3378938173928387
Red River Gorge,Bathtub mary,5.11a,V5,-2.9860118122993202
Leavenworth,The Ruminator,5.11d,V6,0.07330995210370499
Leavenworth,The Physical,5.10c,V4,-0.37625530476140484
Leavenworth,Feel The Pinch,5.10c,V4,0.9115064726081323
Leavenworth,Lovage,5.10a,V3,-1.7056272012063665
Dayton Pocket,Vapor Lock,5.13b,V11,2.1979700545587657
New River Gorge,The Prow,5.12b,V8,-0.7063073462271872
Red River Gorge,The Crucible,5.12c,,-1.3362577459343645
Red Rocks,All the Wrong Reasons,5.12a,V7,-1.5293110084590824
Red River Gorge,Sacriledge,5.10d,V4,-2.960616178385942
HP 40,Green Lantern low,5.12c,V8,0.9542169676841981
Flagstaff,Battaglia's Bottom,5.12b,V8,1.3594530358401138
Newlin,The Great Gumby,5.12c,V9,1.6828749744288534
Newlin,Tojo Risen,5.11d,V6,0.3660787904091917
Bishop,Solitaire,5.12c,V8,1.6681136364283906
Gunks,Rabid Wolverine,5.12d,V9,1.6459535090821984
Little Rock City,Tire Knockers,5.10a,V3,-1.6308846384242965
Little Rock City,Mizzen Mast,5.9,V2,-2.224975692791899
Little Rock City,Galaxy 5000,5.11a,V5,1.173934695044172
Rocktown,The Price is Right,5.12c,V8,1.018601729912354
Rifle,Noble wife,5.12b,V8,-0.2017331086729691
Bishop,Xavier's Roof,5.13b,V11,2.1077797219700156
Poudre Canyon,Twilight SDS,5.13a,V10,1.8457813770771836
Tramway,Unnamed,5.11d,V6,-0.4413186743090365
Newlin,Uncivilized,5.12c,V8,1.233939352494279
Little River Canyon,Funky Boss,5.12a,V7,-0.3528373217625124
Newlin,Amitabha,5.11d,V6,1.379270449219399
Red River Gorge,Small Fry,5.9,V2,-3.235575060898087
Red River Gorge,Armed Insurection,5.10d,V5,-3.318348998447818
Flagstaff,Trice,5.13c,V12,2.3776215173399735
Red River Gorge,Straight Outta Bettavul,5.12a,V7,-1.4974695471618393
Red River Gorge,Collision Damage,5.11d,V6,-1.6089084299182406
Yosemite,Shadow Warrior,5.13c,V12,2.461805251976717
Red Rocks,Hotline,5.12c,,-0.6329165674914156
Red River Gorge,The Unbearable lightness of being,5.11b,V6,-2.172975485933339
Red River Gorge,All the pretty horses,5.11b,,-1.9822703645130029
Red River Gorge,Straight Outta Campton,5.13b,V11,1.1314049189410045
Little River Canyon,Asylum,5.12a,V7,-1.0768267308369444
Little River Canyon,Touch of Grey,5.12a,V7,-0.8348741488914715
Little River Canyon,Monkey Tails,5.12c,V8,-0.08488304158609257
Red River Gorge,Spank,5.13a,V10,1.1976282617559937
Little Rock City,Glamour Boy,5.10a,V3,-1.0793704715736603
Red Rocks,Caliman,5.12a,V7,1.040315578068799
Bishop,Jug Start to Acid Wash Right,5.12a,V7,1.515644479277676
Priest Draw,The Fin,5.9,V2,-1.2533130354823363
Bishop,Gastonia,5.12c,,1.106554708273235
Bishop,Birthday Skyline,5.10a,V3,-0.567750615243889
Bishop,Slight Inducement,5.8,V1,-2.054812947151602
Bishop,Soul Slinger Right,5.12c,V8,1.5727447325064543
Rocktown,Swamp Sauce,5.12c,V8,1.6034465103201814
Horseshoe Canyon Ranch,Glass Bowl,5.13a,V10,2.06477064570083
Bishop,Robinson's Rubber Tester,5.7,V1,-0.7296566185784371
Bishop,Queen Sweet Nectar Left,5.12d,V9,1.6109102305439447
Yosemite,Tap Dance,5.13a,V10,2.1312253829372896
Red River Gorge,Name Dropper,5.13a,V10,1.4757992880086255
Red River Gorge,Beer Belly,5.13a,V10,1.9389097753773177
Red River Gorge,Easy Rider,5.13a,V10,0.16484321253295436
Middies,Deliverance,5.13a,V10,1.8515103753579394
Grandmother,Full Throttle,5.13b,V11,2.1392574585959405
Red Rocks,Amazing Grace,5.10c,V4,-0.23545327852718495
Red River Gorge,Padawan,5.10a,V3,-3.8362988244087575
Little Rock City,Green Machine,5.10c,V4,0.4665605780464516
Dayton Pocket,Future Spray,5.13b,V11,2.1045857624810704
Yosemite,Woodyard Arete,5.11d,V6,-1.221161476547391
Zion,Huecos Rancheros,5.12c,V8,-1.665085190014178
Zion,Namaste,5.12a,V7,-2.7516385231992215
Gunks,Big Black,5.13a,V10,1.7990893793929832
HP 40,Red arrow,5.10c,V4,0.689755660158872
Little Rock City,Turtle Tracks,5.10a,V3,-1.342388548849385
Hound Ears,The Unforgiven,5.12a,V7,0.0030673728205525314
Blowing Rock,Doomed to Obscurity,5.12a,V7,1.4684667572541714
Little Rock City,Unusual Suspect,5.10c,V4,-2.313108109304813
Rumbling bald,Lewis Lunge,5.11a,V5,0.4221055065704627
Red Rocks,Jones'n,5.10c,V4,-0.16826744101198987
Jupiter Boulders,Air Flash Gordon,5.12c,V8,0.44306884507217725
Rumbling bald,Moby Dick,5.10c,V4,0.013546723433057356
Rocktown,Grand Theft Auto,5.12a,V7,0.26902503309462195
Moe's Valley,Device Ignitor Left,5.11d,V6,0.26823549725778834
Moe's Valley,Huntsman Graffiti,5.11a,V5,-1.5290231851311848
Red River Gorge,Sam Krieg Will Bolt Anything,5.11d,V6,-1.689015613470822
Rumbling bald,Dime Crack,5.10c,V4,-1.1793633560912282
Hueco Tanks,McBain,5.12c,V8,1.4991220648404264
Red Rocks,Foe,5.11a,V5,-1.9409721977215466
Dayton pocket,Honeycomb,5.13a,V10,2.1625922017593977
Rumbling bald,Green Knob,5.11a,V5,1.4959238304570497
Red River Gorge,Johnny on roofies,5.11a,V5,-2.730956747037492
Red River Gorge,Skin the cat,5.11a,V5,-2.6047582493658767
Hueco Tanks,Diaphanous Sea,5.13b,V11,2.1357176158228777
Moe's Valley,Underwhere,5.11a,V5,-0.8334910194284411
Moe's Valley,One Eyed Willy,5.10a,V3,-2.001232683258767
Moe's Valley,Hermione,5.10a,V3,-1.4508568732977403
Rocktown,The Tooth,5.12a,V7,0.30362584932305714
Red Rocks,Bubble Butt,5.12a,V7,1.874572993216617
Bishop,Brian's Project,5.12c,V9,1.5315411374931023
Little River Canyon,Cheesecake,5.9,V2,-2.5262789842877247
Bishop,Monkey Dihedral,5.9,V2,-0.8483097156790621
Blowing Rock,Bitch,5.11d,V6,1.6551270637552982
Blowing Rock,Left 45,5.11a,V5,0.8836043993301095
Blowing Rock,Stems and Caps,5.11a,V5,0.9917627187189901
Little River Canyon,Escapee,5.12b,V8,0.37113722207243205
Red Rocks,Your Project,5.11a,V5,0.7280890166785932
Grandmother,Lennox Lewis,5.10c,V4,-0.10864575331657211
Rumbling bald,Mandibles,5.12a,V7,0.988719039823966
Little Rock City,Hairy Underclings,5.10a,V3,-0.7958364133160424
Little Rock City,Pringle Problem,5.12c,V8,0.5182753782559087
Dayton Pocket,Reconciliation,5.11a,V5,-1.0964470998286673
Horseshoe Canyon Ranch,Old English,5.10a,V3,-0.2829212158318969
Red Rocks,Big K,5.12c,V8,1.2820191416045068
Rocktown,Big Bad Right,5.12c,V8,1.1188966375463874
Little Rock City,the Pancake Mantle,5.10a,V3,-1.8744102266949159
Bishop,Dance the night away,5.12d,V9,0.7637996062937346
Bishop,Standing Kill Order,5.13b,V11,2.279549827536104
Bishop,Dance The Night Away,5.12c,V9,0.8512412915496643
Bishop,A Boy Named Sue,5.12a,V7,0.5204370000379857
Bishop,The Flake,5.12a,V7,-0.28024985538671005
Joe's Valley,Gentleman's Project,5.13b,V11,1.9869455334526571
Moore's Wall,Triple X,5.10d,V4,0.6502104097672522
Dayton Pocket,River Dance,5.12d,V9,2.059344929901642
Bishop,Croft Problem,5.12c,V8,1.6082274719319236
Blowing Rock,Seven Eleven,5.12a,V7,1.850257558259921
Poudre Canyon,Twilight,5.12d,V9,1.563325282703908
Little River Canyon,Outpatient,5.11d,V6,-1.5689618024942684
Rumbling bald,Full Contact,5.12c,V8,1.9811551746607374
Moe's Valley,Bazooka Tooth,5.13a,V10,2.0124396708193246
Moe's Valley,Gription,5.12d,V9,2.2024571662458716
Little Rock City,Gutter Ball,5.9,V2,-1.5302451085645796
Little Rock City,The Boogie Man-tle,5.10a,V3,-0.5192387511983996
Red Rocks,Monkey Wrench,5.12a,V7,0.4982053427295035
Dayton pocket,300,5.12d,V9,1.5258380455237588
Dayton Pocket,Honeycomb,5.13a,V10,2.6958099036801393
Bishop,"Whiskey, beer, and spliff hits for breakfast",5.10c,V4,-1.3922528597472534
Gold Wall,Subdivision,5.12a,V7,-1.3961520366805404
Gunks,New Pair Of Glasses,5.12b,V8,0.12476453013684004
Red Rocks,Tailpipe,5.12d,V9,2.3156253655091206
Dayton pocket,River Dance,5.12d,V9,1.8580595087246066
Grandmother,Sunday Service,5.13b,V11,1.2546439208409135
Zahnd,Monkey Humper,5.11a,V5,-0.9084533137101528
Zahnd,Bear Hug,5.10a,V3,-1.459552320955377
Moore's Wall,Stickman,5.11a,V5,1.0013913911522825
Moore's Wall,Got Your Back,5.10c,V4,0.8202377823865129
Moore's Wall,V3PO,5.10a,V3,-0.00907888930321686
Moore's Wall,Governing Dynamics,5.11d,V6,1.3206500390585272
Moore's Wall,Big Up,5.11a,V5,1.090398057071426
Hueco Tanks,Taxing the Pipe,5.12d,V9,0.8340099264080957
Moore's Wall,Proper Modulation,5.11d,V6,1.451969262031803
Moore's Wall,Lost Boys,5.11a,V5,1.0433424317700486
Bishop,Magnetic North,5.12c,V9,0.8750741298313488
Moore's Wall,Tsunami,5.12c,V8,1.9427800934805888
Red River Gorge,Tanduay Time,5.10d,V4,-3.434678346849507
Bishop,The Fang,5.10c,V4,-0.16355336241246185
Joe's Valley,Dirt and Grime,5.10c,V4,-2.124977342284384
Area 74,Devil May Cry,5.12d,V9,0.6569098044285901
Horseshoe Canyon Ranch,Horseshoes and Hand Grenades,5.11a,V5,-2.209866620969277
Great Barrington,Scary Mantelo,5.10a,V3,-0.7573223773115936
Great Barrington,Crystal Problem,5.10c,V4,0.1955626899673656
Blowing Rock,Preferential Treatment,5.12d,V9,1.8519911545646495
Red River Gorge,Big Sinkin' Breakdown,5.11b,V6,-2.421556898848898
Grandmother,Macheesema,5.12c,V8,0.8706676688159388
Moore's Wall,Cuisan,5.12a,V7,1.0001887455918894
Bradley,Homefront Arete,5.12a,V7,0.6077764820292678
Red River Gorge,Mancala,5.10a,V3,-3.4265887609207515
Gold Wall,Hillbilly Limestone,5.12b,V8,-1.1500776120448168
Red River Gorge,One-Armed Bandit,5.9,V2,-3.8029180052620193
Red Rocks,Vigilante,5.13a,V10,1.0885370163504002
Bishop,Zen Flute,5.13a,V10,2.7648579711025536
Leavenworth,The Hole,5.11d,V6,0.9500112742208214
Leavenworth,The Pocket,5.10c,V4,-1.1083811272080009
Leavenworth,One Summer,5.11a,V5,0.320091024863969
Horseshoe Canyon Ranch,Udaho,5.10a,V3,-1.9824290915515923
Leavenworth,Toto,5.10c,V4,-1.4980970785588523
Leavenworth,The Rib,5.10c,V4,0.4262375448041705
Leavenworth,Scrambled Eggs,5.12c,V8,0.8579209415481495
Smith Rocks,Magic light,5.11a,V5,-1.1407557138544753
Grandmother,"Have Guns, Keep Traveling",5.12d,V9,1.4313208679754317
Tramway,The Outcast,5.11a,V5,0.04348590887932772
Red Rocks,Need to Rest,5.10c,V4,-2.583420632681664
Joe's Valley,Filla Void,5.11d,V6,0.670994153744438
Hueco Tanks,Denizen,5.11a,V5,-1.1202368639272717
Red Rocks,Snake Eyes,5.11d,V6,1.614075439545751
Gunks,The lorax,5.10c,V4,-0.26842927267172684
Leavenworth,Nosebleed,5.12a,V7,1.2268124128392959
221,Dump Arete,5.10c,V4,0.9476887275447284
Area 74,Squeeze Play,5.12d,V9,1.3206381580001794
Red River Gorge,J Rat's Back,5.12a,V7,-1.0789492627743913
Joe's Valley,Wash Out,5.10a,V3,-2.5743198909456586
Red River Gorge,Psyberpunk,5.11b,V5,-2.4015670506778646
Joe's Valley,Low tide,5.11d,V6,0.12362070742513015
Red Rocks,Timmy's Problem,5.12d,V9,2.3099754854945407
LCC,Surprise,5.12c,V8,1.3660129043345288
Bishop,Bachar Problem Left,5.11a,V5,0.6084351210177943
Yosemite,Ahwahnee Arete,5.10c,V4,1.2651642774305765
Leavenworth,Funny and Cheap,5.10c,V4,0.08658858859996371
Yosemite,Crossroads moe,5.11d,V6,1.631281075258982
Joe's Valley,Pimpers Paradise,5.11a,V5,-0.4957388361303484
Tramway,Emerald City,5.7,V1,-1.6108608067736432
Tramway,Hueco Shuffle,5.8,V1,-1.762609502263098
Tramway,Frank's Roof,5.10a,V3,-0.37096260439872897
Joe's Valley,K-Town,5.10c,V4,-2.512391226996098
Grandmother,Six Pack for Sure,5.11d,V6,0.4239324593621227
221,Doug Reed Roof,5.11a,V5,0.013660229081354287
Tramway,Trailside Tango,5.10c,V4,-0.5151589465985122
New River Gorge,Strong Arming the Little Guy,5.10b,V3,-2.2673149938339883
Horseshoe Canyon Ranch,High Five,5.10c,V4,0.6280779098393053
Tramway,Crack-O-Pop,5.11a,V5,0.5476557521138982
Red River Gorge,Wildfire,5.12a,V7,-1.3503363824876728
Red River Gorge,Avalanche run,5.12a,V7,-1.9973698012714696
Red River Gorge,Conscription,5.11b,,-2.6286662876369564
Leavenworth,The Classic,5.9,V2,-1.860617631237273
Leavenworth,Off the Couch,5.12a,V7,1.1997404176451325
Leavenworth,The Hourglass,5.12a,V7,1.4356060681165523
Farley,Hard as an Oosik,5.12a,V7,-0.4080625344339901
Newlin,Pineapple Express,5.11a,V5,-0.2723736551471349
Flatirons,Milk Bone,5.13a,V10,1.013579231797314
New River Gorge,Low Brow,5.12a,V7,0.3647073907878036
Red River Gorge,Jingus,5.11b,V5,-3.08644968803331
Tramway,Paul Rocks,5.10c,V4,-0.7581772057473269
Leavenworth,IS,5.12a,V7,0.4102384415841293
Leavenworth,Resurrection,5.12c,V8,2.0934704280425227
Red River Gorge,Ghost in the Machine,5.10d,V4,-3.123066455947174
Tramway,Black Cauldron,5.10c,V4,-0.679425879145483
Tramway,The Persistence of Time,5.11d,V6,1.4530247857996281
Red River Gorge,Murano,5.10b,V4,-3.778415840552658
Flagstaff,Tongue in Cheek,5.12d,V9,1.5603044101375847
RMNP,Mendax,5.12d,V9,2.103494004360688
Leavenworth,Kobe Tai,5.12c,V8,0.9790659718653999
Leavenworth,Mad Max,5.12a,V7,2.0701974893739203
Foster falls,Bear Mountain Picnic,5.8,V1,-2.202831467683144
Zion,1/2 Route,5.10d,V4,-2.3827560203332383
Leavenworth,WAS,5.12c,V8,1.533151050180464
Red River Gorge,The Second Labor of Hercules,5.10c,V4,-2.7815566469059116
Red River Gorge,Single Finger Salute,5.10c,V4,-2.945185800652873
Morrison,Double Arete,5.11d,V6,0.6714688853252194
Malibu Creek,Luscious,5.11b,V6,-1.2189168721742387
Leavenworth,The Sword,5.10a,V3,-1.4797729075935424
Leavenworth,The Terrible,5.12a,V7,1.1582676952233415
Moe's Valley,Underwhelmed,5.11d,V6,-0.3401178539735144
Moe's Valley,Device Ignitor,5.11a,V5,-0.7225569988403097
Grandmother,Klamper,5.12c,V8,1.854145338063682
Red Rocks,Angled Dangler,5.12a,V7,-2.028722121454591
Red Rocks,Mic's Master,5.10d,V4,-3.1303823706863105
Leavenworth,Footless traverse,5.11a,V5,-0.45596889541761326
Maple Canyon,Honey Bucket,5.12a,V7,-2.0605184883885417
Black Mountain,Tour De France,5.12a,V7,0.7245433524425458
Leavenworth,Pretty Hate Machine,5.12c,V8,1.0073641057439406
Maple Canyon,Daddy,5.12c,V9,-0.8838475326251625
Yosemite,Nutcracker,5.8,V1,-2.6420632282923187
Leavenworth,Hanta Man,5.12d,V9,1.5596564015948102
Leavenworth,The Undercling,5.11a,V5,-0.24190386236024566
Leavenworth,The Prism,5.12d,V9,1.726810934114664
RMNP,Storm Shadow,5.13c,V12,2.557600387970129
RMNP,Storm Shadow Stand,5.13a,V10,2.293642293915569
RMNP,Tommy's Other Arete,5.12d,V9,1.8470392038643946
Leavenworth,The Lamb,5.10a,V3,-1.5924977922250738
Leavenworth,Occum's Razor,5.11a,V5,1.0870078418508327
Obed,Poison Ivy,5.11a,V5,-1.968751225940156
Red River Gorge,No Sleep Till Campton,5.10c,V4,-3.0904917948802373
Red River Gorge,Kentucky Flu,5.10c,V4,-2.0939152967605037
Rifle,Modest Mouse,5.12c,V8,0.3670459311188627
Wild Iris,Rising from the plains,5.12b,V8,-0.036673887144360075
Tramway,Square Dance,5.10c,V4,-1.505784120831377
Leavenworth,Backdoor Ass Attack,5.12a,V7,1.6542656415397747
Gold Bar,The Doja,5.12a,V7,0.9271975064448358
Red River Gorge,Morning Wood,5.12a,V7,-0.651078773746732
Red River Gorge,Sluts are Cool,5.12a,V7,-2.04700128123187
Ten sleep,Vitamin K,5.12b,V8,-1.8984388256335656
Tramway,Green Peace,5.12c,V10,1.2667932436346256
Ten sleep,The Eldorado Coral Club,5.10c,V4,-3.3151145941143354
VC,Love You Long Time,5.12a,V7,-1.9272054240069554
Rifle,Twisted,5.12a,V7,-1.0404419233406872
New River Gorge,D.D.,5.10a,V3,-2.8925514726714465
Black Mountain,Pink Crack,5.9,V2,-0.8085935022540631
Joe's Valley,Mono e mono,5.11a,V5,-2.360566440887012
Bishop,Rail Problem,5.11a,V5,-0.1178134247469531
Blacksmith Fork,Power of Silence,5.12d,V9,-0.07958735118541103
Leavenworth,Twisted Tree,5.10c,V4,-0.6333828581298953
Red River Gorge,Happy Trails,5.10d,V3,-2.769200864689129
Red River Gorge,Lucy Goosey,5.10b,V4,-3.454526544874036
Farley,Cuttlefish,5.11a,V5,-0.9651518055904809
Ten sleep,Tricks For You,5.12a,V7,-3.454203904079785
Ten sleep,Pick Pocket,5.12c,V8,-1.1763605562325434
Ten sleep,Neutral Spirit,5.13a,V10,0.7595587247632422
Red River Gorge,Family Tradition,5.10b,V3,-2.9996841325725616
Wild Iris,The Solace of Bolted Faces,5.12a,V7,-1.4785687324061045
Flagstaff,Valhalla,5.12a,V7,-0.07132201509831897
Grandmother,Big guns,5.11a,V5,1.0857159370063976
Grandmother,Decepticon,5.10c,V4,1.387436509981169
Red River Gorge,Pushin' Up Daisies,5.13c,V12,0.5438335384177317
Joe's Valley,Kill by Numbers,5.11a,V5,-0.5842683567020577
Rifle,Das Fruit Machine,5.13a,V10,1.9651309981093572
RMNP,Blood Money,5.13c,V12,2.380248604627225
Grandmother,French Crack,5.12a,V7,0.49752876213473923
Leavenworth,Fridge Center,5.10c,V4,-0.47661758018490713
Tahoe,Unnamed,5.10a,V3,-0.4954105071050773
Tramway,March Arete,5.10c,V4,-0.8359401026351309
Tramway,Barefoot Sharma Arete,5.12c,V8,1.2761498441989014
Flagstaff,Curmudgeon,5.12b,V8,1.208385197482254
Blowing Rock,Beautiful Arete,5.10c,V4,0.3819299915338702
Blowing Rock,Juice Weasel,5.11a,V5,1.1897103041583996
Linville Gorge,Glory Days,5.12a,V7,0.5485052820820309
Ten sleep,Hot Dog,5.12b,V8,-1.3507668405957571
Red River Gorge,Tweaked Unit,5.11b,,-3.3277595141819973
Way Lake,The Seam,5.10c,V4,-0.917681718615938
Way Lake,Shortness of Breath,5.11d,V6,1.229870064154368
Red River Gorge,Parting Gift,5.11b,V5,-2.865682449426209
Flagstaff,New Beginnings,5.12c,V8,1.2455926574467784
Smugglers Notch,Pac Man,5.10d,V3,-1.7355333637724601
Wild Iris,Little Buckaroo,5.11b,,-1.8371984642337666
Hound Ears,The Machinist,5.10c,V4,-0.7148352139818214
Leavenworth,The Jib,5.12c,V8,-0.06807325303044695
Joe's Valley,Dark Continent,5.12a,V7,0.6061365051869573
Leavenworth,Drugstore cowboy,5.10a,V3,-1.350586398226881
Equinox,Groove Tube,5.13a,V10,0.5713675424856862
Red River Gorge,Brown-Eyed Girl,5.10a,V3,-2.8051109838905033
Red Rocks,Fluffer,5.9,V2,-1.4054467456469137
Red River Gorge,Reticent,5.12d,V9,-1.1401851114231623
Farley,Bandwagon,5.12b,V8,0.4076919816515043
Bishop,Xavier's roof,5.13b,V11,1.7315274453448959
Grandmother,Nitrous Oxide,5.11a,V5,0.9961640636299046
Blowing Rock,The Fin (sit start),5.11a,V5,0.2529945770743489
Little Wilson's,Code 3,5.11a,V5,-1.6707683225393266
Grandmother,Stumpy,5.10c,V4,0.49386349595063284
Grandmother,The Gift,5.9,V2,-0.24936644481403172
Little River Canyon,Tusk,5.12b,V8,0.6910521095040582
Cowell,The Hulk,5.12a,V7,0.3988613765917306
Bishop,Sharma Scoop,5.12c,V9,1.8428950201179637
Black Mountain,Face Meat,5.11d,V6,0.27458619179411115
Hound Ears,The Tourist,5.12d,V9,0.8886248891687584
Hound Ears,Crystal Ball Sit,5.12a,V7,-0.21222465266777132
Hound Ears,The Janitor,5.11d,V6,-1.1623382071105581
Mt Evans,Useless Tools,5.12d,V9,0.6501709455872448
Way Lake,Crimp ladder,5.12a,V7,-0.6155781169670562
Red River Gorge,Cannonball,5.11b,V5,-3.3231168209440316
Ten sleep,Tangerine Fat Explosion,5.13a,V10,-0.30228353033292776
Ten sleep,Kyberspace,5.13b,V11,1.7673572998034597
Little Rock City,The Shield,5.13c,V12,2.0423688153300223
Blowing Rock,Left Start Center 45,5.12a,V7,1.605797099483027
Leavenworth,Cruise control,5.11d,V6,1.2282690330497066
Little Rock City,The Blacksmith,5.12d,V9,2.259379714367915
Red River Gorge,Grippy Green,5.12a,V7,-0.45546425305623095
Fountain Red,Rings of Uranus,5.10a,V3,-1.5037846396740568
Rocktown,Triple slaps,5.10a,V3,-0.6237221932935735
Joe's Valley,Battletoads,5.13a,V10,2.1851629621418676
Joe's Valley,Playmate of the Year,5.12d,V9,2.1862444319777983
Grandmother,Center Long Wall,5.11a,V5,-0.21865982595801012
Red River Gorge,Swahili Slang,5.12c,V8,-0.7896399878058225
Smith Rocks,Planet Mechanic,5.12a,V7,-0.06008358668204107
Leavenworth,Cole's Corner,5.12c,V9,1.5964856842234507
Linville Gorge,Pure Wonder,5.12c,,1.5147142202552633
221,M1,5.10a,V3,-0.11612945262547468
Bishop,Water Hazard,5.13a,V10,1.734320448657058
Yosemite,Bridalveil Pogo,5.12a,V7,0.3015690007948771
Horseshoe Canyon Ranch,Bad Daze,5.11a,V5,-0.008082986230133935
Black Mountain,Tour de France Sit,5.13a,V10,2.1796421607245455
Farley,Target Practice,5.12c,V8,0.4128885856446123
Red River Gorge,Subtle Thievery,5.11b,V6,-2.524018476077997
Bishop,Redrum,5.12a,V7,1.5703011869913879
Red River Gorge,Taste The Rainbow,5.13a,V10,-0.13315727713308065
Dayton pocket,Capoeira,5.13a,V10,1.9925662127239367
Chattanooga,Nine Lives,5.12d,V9,1.549894066063094
RMNP,The kind,5.11a,V5,-0.8684790383815739
RMNP,Gang bang,5.12c,,2.2256387141623906
Newlin,Megalodon,5.12b,V8,0.6111173734749409
Red River Gorge,Cindarella,5.9,V2,-3.0025653504119005
Rumbling bald,Crescent Crack,5.9,V2,-1.8025504650426338
Rumbling bald,Red Sleigh Down,5.11d,V6,0.0419186433184106
Rumbling bald,Morning Star,5.12a,V7,1.4018629453732716
Rumbling bald,Basketball Mantle,5.10a,V3,0.06152548161112936
Boulder canyon,Koyaanisqatsi,5.13a,V10,2.0026314155117855
Joe's Valley,Godsend,5.12d,V9,0.6592438644077177
Moore's Wall,Locksmith,5.12a,V7,0.3461129687962333
Rumbling bald,Black Slab Right,5.10a,V3,-1.7421336623615686
Rumbling bald,Slave Driver,5.10a,V3,-0.22523557805409397
Red River Gorge,The Glass Elevator,5.10d,V4,-3.183216177703009
Rocktown,Hueco Simulator,5.9,V2,-2.017772408471451
Rumbling bald,Sleeping in the devils bed,5.11a,V5,0.20065939151933435
Bishop,Green Hornet,5.10c,V4,-0.5650814120313895
Little River Canyon,Robin's Route,5.12b,V8,-0.5744402674733513
Little River Canyon,Jane,5.12a,V7,-0.6947183232597289
Sinks Canyon,Firecracker Kid,5.10b,V3,-2.5833029059322667
Rumbling bald,Clear Water,5.13a,V10,1.5511267104249362
Horseshoe Canyon Ranch,Jeff's Prow,5.12d,V9,1.6926312263412635
Moe's Valley,Device Ignitor left,5.11d,V6,-0.05108058843762607
Hueco Tanks,Hershey's symphony,5.8,V1,-1.8253953696228822
Hueco Tanks,Guns of Navarone,5.11d,V6,-1.1940064238190053
Bishop,Buttermilk stem sit,5.10c,V4,0.5620977087671959
Rumbling bald,Brackish One,5.10c,V4,-0.8900802363544409
Rumbling bald,Pit BBQ,5.11d,V6,-0.1041878451546947
Rocktown,Blackout,5.13a,V10,2.04704311630466
Horseshoe Canyon Ranch,Maximus,5.12a,V7,-0.7289498824858757
Bishop,The Gleaner,5.11d,V6,1.1738874755149629
Horseshoe Canyon Ranch,Electric,5.11a,V5,-0.7763081906708273
Bishop,Iron fly,5.12d,V9,1.7793740730392174
Rocktown,Standard Variation,5.11a,V5,-0.840351389190941
Little Rock City,Crescent Direct,5.12a,V7,0.9829731871182588
Little River Canyon,Grasshopper,5.12a,V7,-0.8260507644461457
American Fork,Neural Processor,5.12a,V7,0.6459373085890356
Hueco Tanks,Baby Face,5.12a,V7,1.5117880511953934
Moore's Wall,Busta,5.12c,V7,1.724949031867932
Rumbling bald,Helicopter SDS,5.11a,V5,-0.7877262764112494
Bishop,Dance the Night Away,5.12d,V9,2.4410492461397006
Bishop,Sheepherder,5.9,V2,-0.3076953532410809
Index,Chutzpah,5.13a,V10,1.507124355457306
Bishop,Son Of Claudius Rufus,5.11a,V5,-1.1460461139370117
Little Rock City,The Power of Amida,5.13a,V10,0.8663539847002796
Moe's Valley,Solid Toad,5.11a,V5,-0.41221968774066875
Citadel,Bread Loaf Factory,5.13a,V10,1.793835174157995
Citadel,Ninja Camp,5.12a,V7,0.7081998207551169
Rumbling bald,Grease Pit,5.11d,V6,-0.1616087151270494
Obed,Saddam Hussein,5.11b,V5,-2.314494284498685
Black Mountain,Trailside Arete,5.11d,V6,-0.30405255460964276
Moe's Valley,Lindner's Roof,5.12d,V9,1.2786585204662624
Hueco Tanks,Sunshine,5.13b,V11,2.183954854877752
Bishop,Aquatic Hitchhiker,5.13a,V10,2.203251838375034
Little Rock City,White Chili,5.12c,V8,1.478946923715392
Red Rocks,Sound of power,5.12c,V6,0.006703819508397801
Little Rock City,Red House Extension,5.12c,V8,1.1442237249082887
Joe's Valley,Eurosize,5.11d,V6,-1.141056978661763
Joe's Valley,Cue Ball,5.11d,V6,-1.3539321796324455
Chattanooga,Jah Natty,5.12d,V9,1.64369397541667
Hueco Tanks,Tequila Sunrise,5.13b,V11,2.0823780050652045
Black Mountain,Shoot the Moon,5.13a,V10,1.8255228664458065
Joe's Valley,Big Joe Left,5.13b,V11,2.3523699057597427
Red River Gorge,100 Years of Solitude,5.11a,V5,-1.9656991177237768
Red River Gorge,The Short Happy Life of Francis Macomber,5.10b,V4,-3.1915301775837595
Rumbling bald,Black Slab Right SDS,5.11a,V5,-0.24986261656755926
Joe's Valley,Fiery Furnace,5.13a,V10,1.8190899325714172
Newlin,Living on a Prayer,5.12d,V9,1.0331056481049743
Bishop,Bowling Pin Sit,5.11d,V6,-0.2818447932744225
Moe's Valley,The Fin,5.11d,V6,0.9545070133070288
Joe's Valley,Bring the Heatwole,5.12a,V7,0.4501611045039758
